name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
29.58 cts Pearl Earrings with 1.31 cts Diamond and 0.68 cts Sapphire in 14k Gold,"$4,500 / item",https://www.1stdibs.com/jewelry/earrings/dangle-earrings/2958-cts-pearl-earrings-131-cts-diamond-068-cts-sapphire-14k-gold/id-j_19600762/,"Diamond , Pearl , Sapphire",Brilliant,,G,29.58,14k Gold,,14k,,Earring,1stdibs
"Aquamarine, Pearls, Diamonds, Platinum Dangle Earrings.","$3,429",https://www.1stdibs.com/jewelry/earrings/dangle-earrings/aquamarine-pearls-diamonds-platinum-dangle-earrings/id-j_26520202/,"Aquamarine , Diamond , Pearl",Mixed,,G,,Platinum,,,,Earring,1stdibs
"Rosior Diamond ""Bow"" Drop Earrings set in White Gold","$23,603",https://www.1stdibs.com/jewelry/earrings/drop-earrings/rosior-diamond-bow-drop-earrings-set-white-gold/id-j_22450842/,"Diamond , White Diamond",Brilliant,,G,,"Gold , White Gold",White,,,Earring,1stdibs
Vintage Earrings natural 1.6 ctw Sapphire Diamonds solid 18 White Gold /2.5gr,"$1,400",https://www.1stdibs.com/jewelry/earrings/dangle-earrings/vintage-earrings-natural-16-ctw-sapphire-diamonds-solid-18-white-gold-25gr/id-j_24552482/,"Diamond , Sapphire",Pear,,G,1.6,"18k Gold , White Gold",White,18k,,Earring,1stdibs
Ruby White Diamond Rose Quartz Briolette Dangle Earrings,"$2,800 Sale Price",https://www.1stdibs.com/jewelry/earrings/dangle-earrings/ruby-white-diamond-rose-quartz-briolette-dangle-earrings/id-j_9284042/,"White Diamond , Quartz , Ruby",Rose,,,,18k Gold,,18k,,Earring,1stdibs
Vintage Earrings Clips natural Jade Celadon solid 14K Gold / 8.56 gr,"$1,300",https://www.1stdibs.com/jewelry/earrings/stud-earrings/vintage-earrings-clips-natural-jade-celadon-solid-14k-gold-856-gr/id-j_22701992/,Jade,Cabochon,,G,,14k Gold,,14k,,Earring,1stdibs
"Fei Liu Tanzanite, Diamond and Blue Goldstone 18K Gold Graduated Long Earrings","$2,149",https://www.1stdibs.com/jewelry/earrings/drop-earrings/fei-liu-tanzanite-diamond-blue-goldstone-18k-gold-graduated-long-earrings/id-j_25301362/,"Diamond , White Diamond , Tanzanite",Mixed,,G,3.42,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Earring,1stdibs
French 1960s Cushion-cut Diamonds 18 Karat White Gold Stud Earrings,"$4,693",https://www.1stdibs.com/jewelry/earrings/stud-earrings/french-1960s-cushion-cut-diamonds-18-karat-white-gold-stud-earrings/id-j_27367102/,"Diamond , White Diamond",Cushion,,,,"Gold , 18k Gold , White Gold",White,18k,,Earring,1stdibs
Platinum earrings with brilliant-cut diamonds up to 2.50ct 7.8 grams,"$2,637",https://www.1stdibs.com/jewelry/earrings/clip-on-earrings/platinum-earrings-brilliant-cut-diamonds-up-to-250ct-78-grams/id-j_27103552/,Diamond,Brilliant,,G,2.50,Platinum,,,,Earring,1stdibs
Couture Chanel Late1920s MadeInFrance WiredPearl&LampworkGlass Clip Earrings,"$8,200 / set",https://www.1stdibs.com/jewelry/earrings/clip-on-earrings/couture-chanel-late1920s-madeinfrance-wiredpearllampworkglass-clip-earrings/id-v_22074132/,"Pearl , Cultured Pearl",Bead,,G,,Brass,,,,Earring,1stdibs
"Bochic “Orient” Vintage Emerald, Sapphire, Pearls & Ruby Earrings Set 18K Gold","$1,368 Sale Price",https://www.1stdibs.com/jewelry/earrings/drop-earrings/bochic-orient-vintage-emerald-sapphire-pearls-ruby-earrings-set-18k-gold/id-j_27362102/,"Emerald , Pearl , Ruby , Sapphire",Cabochon,,,,"18k Gold , Silver",,18k,,Earring,1stdibs
"Bochic “Orient” Vintage Emerald, Topaz & Pearls Earrings Set 18K Gold&Silver","$1,360",https://www.1stdibs.com/jewelry/earrings/drop-earrings/bochic-orient-vintage-emerald-topaz-pearls-earrings-set-18k-goldsilver/id-j_25214512/,"Emerald , Pearl , Topaz",Oval,,,,"18k Gold , Silver",,18k,,Earring,1stdibs
Art Nouveau Women Earrings of 14k Gold,"$2,400",https://www.1stdibs.com/jewelry/earrings/dangle-earrings/art-nouveau-women-earrings-14k-gold/id-j_26673472/,Jade,Cabochon,,G,,14k Gold,,14k,,Earring,1stdibs
"Bochic “Vintage” Solid 18K Gold Lion Bangle, Original, Origin Afghanistan","$14,960 Sale Price",https://www.1stdibs.com/jewelry/bracelets/bangles/bochic-vintage-solid-18k-gold-lion-bangle-original-origin-afghanistan/id-j_26337492/,,,,,,18k Gold,,18k,,Bracelet,1stdibs
Natural Emerald Diamond Tennis Bracelet 18 Karat White Gold Handmade Jewelry,"$2,958 Sale Price / item",https://www.1stdibs.com/jewelry/bracelets/tennis-bracelets/natural-emerald-diamond-tennis-bracelet-18-karat-white-gold-handmade-jewelry/id-j_16931382/,"Diamond , Emerald",Emerald,,G,,"18k Gold , White Gold , Gold",White,18k,,Bracelet,1stdibs
"9ct Rose Gold, Victorian Fetter and Three, Trombone Link T-bar Albert Bracelet","$2,128",https://www.1stdibs.com/jewelry/bracelets/chain-bracelets/9ct-rose-gold-victorian-fetter-three-trombone-link-t-bar-albert-bracelet/id-j_27374762/,,,,G,9,"9k Gold , Rose Gold",Rose,9k,,Bracelet,1stdibs
14K Gold Stackable Bangle in 4MM Hollow Gold approx 3.90 grams,"$1,170 / item",https://www.1stdibs.com/jewelry/bracelets/bangles/14k-gold-stackable-bangle-4mm-hollow-gold-approx-390-grams/id-j_17371932/,,,,,,14k Gold,,14k,,Bracelet,1stdibs
"Vintage 1980s 18ct Yellow Gold, Plain hinged bangle","$2,686",https://www.1stdibs.com/jewelry/bracelets/bangles/vintage-1980s-18ct-yellow-gold-plain-hinged-bangle/id-j_27270312/,,,,G,18,"18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
TIFFANY & Co. Etoile 18K Gold 9mm Wide Diamond Bangle Bracelet,"$7,900",https://www.1stdibs.com/jewelry/bracelets/bangles/tiffany-co-etoile-18k-gold-9mm-wide-diamond-bangle-bracelet/id-j_27273342/,Diamond,Round,,,,18k Gold,,18k,,Bracelet,1stdibs
Hermès Enamel Bracelet Elephants Grazing Yellow Phw Size 65,"$1,444",https://www.1stdibs.com/jewelry/bracelets/more-bracelets/hermes-enamel-bracelet-elephants-grazing-yellow-phw-size-65/id-v_27204492/,,,,,,"Enamel , Palladium",,,,Bracelet,1stdibs
"TIFFANY & Co. 18K Gold Arrow Heart Toggle Clasp Oval Link Bracelet 7.5""","$5,500",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/tiffany-co-18k-gold-arrow-heart-toggle-clasp-oval-link-bracelet-75/id-j_27209892/,,,,,,18k Gold,,18k,,Bracelet,1stdibs
"Antique 9ct Gold, Victorian Fancy Paperclip & Rope Link T-bar Bracelet","$1,233",https://www.1stdibs.com/jewelry/bracelets/chain-bracelets/antique-9ct-gold-victorian-fancy-paperclip-rope-link-t-bar-bracelet/id-j_27216552/,,,,G,9,"9k Gold , Gold , Rose Gold",Rose,9k,,Bracelet,1stdibs
Hermès Set of 2 matchingEnamel Bracelet Petite Main Gold Hdw Size 65,"$1,918",https://www.1stdibs.com/jewelry/bracelets/more-bracelets/hermes-set-of-2-matchingenamel-bracelet-petite-main-gold-hdw-size-65/id-v_27083322/,,,,,,"Gold Plate , Enamel",,,,Bracelet,1stdibs
14K Yellow Gold Italian Interlocking Graduated Band Bracelet 17.94 grams,"$1,900 Sale Price",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/14k-yellow-gold-italian-interlocking-graduated-band-bracelet-1794-grams/id-j_27111992/,,,,G,,"14k Gold , Yellow Gold",Yellow,14k,,Bracelet,1stdibs
Bochic “Capri” Retro Red Ruby Bangle Bracelet Set In 18K Gold & Silver,"$1,496 Sale Price",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/bochic-capri-retro-red-ruby-bangle-bracelet-set-18k-gold-silver/id-j_25190462/,Ruby,Cabochon,,,,"18k Gold , Gold Plate , Silver",,18k,,Bracelet,1stdibs
Tsavorite Tennis Bracelet,"$1,388",https://www.1stdibs.com/jewelry/bracelets/tennis-bracelets/tsavorite-tennis-bracelet/id-j_23786892/,Tsavorite,Round,,,1.5,14k Gold,,14k,,Bracelet,1stdibs
Bijoux Num Hand-engraved Star Pattern Vermeil Bangle Bracelet,"$1,795",https://www.1stdibs.com/jewelry/bracelets/bangles/bijoux-num-hand-engraved-star-pattern-vermeil-bangle-bracelet/id-v_26232972/,Other,Oval,,,,"18k Gold , Vermeil , Sterling Silver",,18k,,Bracelet,1stdibs
Bracelet with Double Forçat Links 18k Gold,"$2,647",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/bracelet-double-forcat-links-18k-gold/id-j_26958322/,,,,G,,18k Gold,,18k,,Bracelet,1stdibs
15ct Gold Graduated Edwardian Amethyst Peridot & Seed Pearl Suffragette Bangle,"$3,582",https://www.1stdibs.com/jewelry/bracelets/bangles/15ct-gold-graduated-edwardian-amethyst-peridot-seed-pearl-suffragette-bangle/id-j_27032722/,"Amethyst , Pearl , Peridot",Round,,,15,"Gold , 15k Gold",,15k,,Bracelet,1stdibs
TIFFANY & Co. Elsa Peretti 18K Gold Double Open Heart Bangle Bracelet,"$2,200",https://www.1stdibs.com/jewelry/bracelets/bangles/tiffany-co-elsa-peretti-18k-gold-double-open-heart-bangle-bracelet/id-j_27041032/,,,,,,18k Gold,,18k,,Bracelet,1stdibs
New 13.86 Carat 66 Ruby 14K Gold PL Sterling Silver Bracelet,"$1,104 Sale Price",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/new-1386-carat-66-ruby-14k-gold-pl-sterling-silver-bracelet/id-j_26996172/,Ruby,Oval,,G,13.86,"Gold , Yellow Gold , Sterling Silver , 14k Gold",Yellow,14k,,Bracelet,1stdibs
"Antique 18ct Yellow Gold & Silver French, Victorian era 7 Carat Diamond Bracelet","$19,909",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/antique-18ct-yellow-gold-silver-french-victorian-era-7-carat-diamond-bracelet/id-j_26955632/,Diamond,Mixed,,,7,"18k Gold , Yellow Gold , Silver",Yellow,18k,,Bracelet,1stdibs
TIFFANY & Co. 18K Rose Gold Diamond Infinity Cuff Bangle Bracelet,"$4,600",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/tiffany-co-18k-rose-gold-diamond-infinity-cuff-bangle-bracelet/id-j_27043452/,Diamond,Round,,,,Rose Gold,Rose,18k,,Bracelet,1stdibs
"18ct Yellow Gold & Platinum French, Edwardian Sapphire and Diamond Bracelet","$5,028",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/18ct-yellow-gold-platinum-french-edwardian-sapphire-diamond-bracelet/id-j_26950512/,"Diamond , Sapphire",Rose,,,18,Platinum,Yellow,18k,,Bracelet,1stdibs
"Antique 9ct Rose Gold Stamped, Edwardian Era Curb Link Heart Padlock Bracelet","$2,273",https://www.1stdibs.com/jewelry/bracelets/chain-bracelets/antique-9ct-rose-gold-stamped-edwardian-era-curb-link-heart-padlock-bracelet/id-j_27001012/,,,,G,9,"9k Gold , Rose Gold",Rose,9k,,Bracelet,1stdibs
Bochic “Capri” Vintage Natural Ruby & White Topaz Cuff Set In 18K Gold & Silver,"$1,944 Sale Price",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/bochic-capri-vintage-natural-ruby-white-topaz-cuff-set-18k-gold-silver/id-j_27339102/,"Ruby , Topaz",Cabochon,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
Bochic “Capri” Natural Multi Ruby Bracelet/Bangle Set In 18K Gold & Silver,"$1,035 Sale Price",https://www.1stdibs.com/jewelry/bracelets/bangles/bochic-capri-natural-multi-ruby-bracelet-bangle-set-18k-gold-silver/id-j_26467692/,Ruby,Emerald,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
2.00 Carat Natural Diamond Tennis Bracelet G SI 14 Karat Yellow Gold 84 Stones,"$2,800 / item",https://www.1stdibs.com/jewelry/bracelets/tennis-bracelets/200-carat-natural-diamond-tennis-bracelet-g-si-14-karat-yellow-gold-84-stones/id-j_9938352/,Diamond,Round,,G,2,Yellow Gold,Yellow,,,Bracelet,1stdibs
Golden Legacy: Solid Yellow Gold Bracelet - Icon of Timeless Luxury,"$24,694",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/golden-legacy-solid-yellow-gold-bracelet-icon-timeless-luxury/id-j_24968012/,,,,G,,"18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
Bochic “Capri” Ruby & Multi Color Gem & Sapphire Bangle Set In 18K Gold & Silver,"$1,496 Sale Price",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/bochic-capri-ruby-multi-color-gem-sapphire-bangle-set-18k-gold-silver/id-j_27324142/,"Blue Topaz , Topaz , Sapphire , Ruby , Peridot , Amethyst",Brilliant,,,,"Silver , Gold Plate , 18k Gold",,18k,,Bracelet,1stdibs
14K Gold 0.15ct. Tw. Open Link Hammered Bracelet,"$1,850 / item",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/14k-gold-015ct-tw-open-link-hammered-bracelet/id-j_27056122/,Diamond,Round,,I,0.15,"14k Gold , Yellow Gold",Yellow,14k,,Bracelet,1stdibs
TIFFANY & Co. Etoile Platinum Diamond Bangle Bracelet,"$5,300",https://www.1stdibs.com/jewelry/bracelets/bangles/tiffany-co-etoile-platinum-diamond-bangle-bracelet/id-j_27349522/,Diamond,Round,,,,Platinum,,,,Bracelet,1stdibs
Bochic “Capri” Vintage Amethyst & Multi Color Sapphires Cuff Set In 18K & Silver,"$1,425 Sale Price",https://www.1stdibs.com/jewelry/bracelets/bangles/bochic-capri-vintage-amethyst-multi-color-sapphires-cuff-set-18k-silver/id-j_27323962/,"Amethyst , Peridot , Sapphire , Blue Sapphire , Yellow Sapphire",Cabochon,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
Multi Strands Bracelet 18k Gold,"$2,346",https://www.1stdibs.com/jewelry/bracelets/chain-bracelets/multi-strands-bracelet-18k-gold/id-j_26958492/,,,,G,,18k Gold,,18k,,Bracelet,1stdibs
Estate Tiffany & Co. Sterling Silver 18K Yellow Gold Spider Cuff Bracelet,"$2,550",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/estate-tiffany-co-sterling-silver-18k-yellow-gold-spider-cuff-bracelet/id-j_26664472/,,,,G,,"18k Gold , Yellow Gold , Sterling Silver",Yellow,18k,,Bracelet,1stdibs
Bochic “Capri” Vintage Zambian Emerald & Diamond Bracelet Set 18K Gold & Silver,"$2,467 Sale Price",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/bochic-capri-vintage-zambian-emerald-diamond-bracelet-set-18k-gold-silver/id-j_27294362/,"Diamond , Emerald",Emerald,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
19th Century linked bracelet in rose gold,"$5,442",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/19th-century-linked-bracelet-rose-gold/id-j_26153332/,,,,G,,"18k Gold , Rose Gold",Rose,18k,,Bracelet,1stdibs
Vintage Scandinavian Modernist Natural Amber Sterling Silver Cuff Bracelet,"$1,250",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/vintage-scandinavian-modernist-natural-amber-sterling-silver-cuff-bracelet/id-j_26653562/,Amber,Cabochon,,G,,Sterling Silver,,,,Bracelet,1stdibs
22 Karat Gold Bangle Bracelet,"$37,885 / item",https://www.1stdibs.com/jewelry/bracelets/bangles/22-karat-gold-bangle-bracelet/id-j_11419892/,,,,G,,"18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
Large Ribbed Interlocking 18-Karat Link Bracelet In Stock,"$4,995",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/large-ribbed-interlocking-18-karat-link-bracelet-stock/id-j_26091592/,,,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
Vintage Chanel Letter Charm CC Bracelet 2005,"$2,548",https://www.1stdibs.com/jewelry/bracelets/charm-bracelets/vintage-chanel-letter-charm-cc-bracelet-2005/id-v_27322222/,,,,,,,,,,Bracelet,1stdibs
"Bochic “Capri” Vintage Ruby, Sapphire, Tsavorite & Garant Bangle Set In 18K Gol","$1,784 Sale Price",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/bochic-capri-vintage-ruby-sapphire-tsavorite-garant-bangle-set-18k-gol/id-j_27341002/,"Garnet , Ruby , Sapphire , Topaz , Tsavorite",Brilliant,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
Hermès Bracelet Bambou circa 1990 Golden Metal Bamboo Bangle Bracelet Hermes,"$1,540",https://www.1stdibs.com/jewelry/bracelets/bangles/hermes-bracelet-bambou-circa-1990-golden-metal-bamboo-bangle-bracelet-hermes/id-v_26958552/,,,,,,,,,,Bracelet,1stdibs
Bracelet with coral 14k yellow gold 18.6 grams,"$3,032",https://www.1stdibs.com/jewelry/bracelets/clamper-bracelets/bracelet-coral-14k-yellow-gold-186-grams/id-j_27267072/,Coral,Cabochon,,G,,"14k Gold , Yellow Gold",Yellow,14k,,Bracelet,1stdibs
David Yurman Signature Diamond 'X' Double Cable Bracelet,"$1,250",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/david-yurman-signature-diamond-x-double-cable-bracelet/id-j_27064502/,Diamond,Round,,G,,"18k Gold , Sterling Silver",,18k,,Bracelet,1stdibs
"Heavy Navajo Turquoise Cuff Bracelet by Mark Yazzie 6.5"" Sterling Silver","$2,000",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/heavy-navajo-turquoise-cuff-bracelet-mark-yazzie-65-sterling-silver/id-j_26492332/,Turquoise,Mixed,,G,,Sterling Silver,,,,Bracelet,1stdibs
"Antique 9ct Rose Gold Edwardian Curb Bracelet Turquoise and Pearl, Heart Padlock","$2,066",https://www.1stdibs.com/jewelry/bracelets/chain-bracelets/antique-9ct-rose-gold-edwardian-curb-bracelet-turquoise-pearl-heart-padlock/id-j_27269992/,"Pearl , Turquoise",Round,,G,9,"9k Gold , Rose Gold",Rose,9k,,Bracelet,1stdibs
Vintage Tiffany and Co 18K Yellow Gold Hook and Eye Bangle Bracelet,"$2,500",https://www.1stdibs.com/jewelry/bracelets/bangles/vintage-tiffany-co-18k-yellow-gold-hook-eye-bangle-bracelet/id-j_27190202/,,,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
Bochic “Capri” Vintage Amethyst & Peridot Bangle Set In 18K Gold & Silver,"$1,488 Sale Price",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/bochic-capri-vintage-amethyst-peridot-bangle-set-18k-gold-silver/id-j_27254292/,"Amethyst , Peridot",Brilliant,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
Pink Sapphire Cherry Blossom Diamond Tennis Bracelet in 18k Yellow Gold,"$1,794 Sale Price",https://www.1stdibs.com/jewelry/bracelets/modern-bracelets/pink-sapphire-cherry-blossom-diamond-tennis-bracelet-18k-yellow-gold/id-j_27221422/,"Diamond , Pink Sapphire",Pear,,I,3,"18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
4.00 Carat Natural Diamond Tennis Bracelet G SI 14 Karat White Gold 62 Diamonds,"$4,900 / item",https://www.1stdibs.com/jewelry/bracelets/tennis-bracelets/400-carat-natural-diamond-tennis-bracelet-g-si-14-karat-white-gold-62-diamonds/id-j_10168442/,Diamond,Round,,G,4,"14k Gold , White Gold",White,14k,,Bracelet,1stdibs
Vintage Ledo Diamante and Gold Bracelet Circa 1960s,"$2,125",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/vintage-ledo-diamante-gold-bracelet-circa-1960s/id-j_16150482/,,,,G,,Mixed Metal,,,,Bracelet,1stdibs
Chain Bracelet in 18kt Yellow Gold,"$4,795",https://www.1stdibs.com/jewelry/bracelets/chain-bracelets/chain-bracelet-18kt-yellow-gold/id-j_26818782/,,,,G,,Yellow Gold,Yellow,,,Bracelet,1stdibs
Bracelet with emerald and brilliant cut diamonds up to 2.50ct 18k white gold,"$5,198",https://www.1stdibs.com/jewelry/bracelets/modern-bracelets/bracelet-emerald-brilliant-cut-diamonds-up-to-250ct-18k-white-gold/id-j_27383772/,"Diamond , Emerald",Brilliant,,G,2.50,"18k Gold , White Gold",White,18k,,Bracelet,1stdibs
Hermès Matching Bracelet Earrings Set Cheetah Circus Enamel Ghw,"$1,504 / set",https://www.1stdibs.com/jewelry/bracelets/bangles/hermes-matching-bracelet-earrings-set-cheetah-circus-enamel-ghw/id-v_26491462/,,,,,,"Gold Plate , Enamel",,,,Earring,1stdibs
Bochic “Vintage Retro” Diamonds & Emeralds Bracelet Set In 18K Gold & Silver,"$2,320 Sale Price",https://www.1stdibs.com/jewelry/bracelets/anklets/bochic-vintage-retro-diamonds-emeralds-bracelet-set-18k-gold-silver/id-j_27221412/,"Diamond , Emerald",Emerald,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
Bochic “Vintage Retro” Diamonds & Emeralds Bracelet Set In 18K Gold & Silver,"$1,885 Sale Price",https://www.1stdibs.com/jewelry/bracelets/anklets/bochic-vintage-retro-diamonds-emeralds-bracelet-set-18k-gold-silver/id-j_27246422/,"Diamond , Emerald",Emerald,,,,"18k Gold , Silver",,18k,,Bracelet,1stdibs
"Antique 15ct Yellow Gold, Victorian era Snake Link Bracelet with Swivel Clasp","$1,233",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/antique-15ct-yellow-gold-victorian-era-snake-link-bracelet-swivel-clasp/id-j_26560152/,,,,G,15,"15k Gold , Yellow Gold",Yellow,15k,,Bracelet,1stdibs
Art Deco Crystal Wide Bracelet,"$1,200",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/art-deco-crystal-wide-bracelet/id-v_27247402/,Crystal,Round,,,,"Brass , Gilt Metal",,,,Bracelet,1stdibs
"Natural uncut Diamonds 18K yellow gold-plated 925 silver 8""-inch bracelet","$1,123",https://www.1stdibs.com/jewelry/bracelets/tennis-bracelets/natural-uncut-diamonds-18k-yellow-gold-plated-925-silver-8-inch-bracelet/id-v_27112152/,Diamond,Uncut,,G,,"Gold Plate , Yellow Gold , Silver , Sterling Silver",Yellow,18k,,Bracelet,1stdibs
"Antique 15ct Yellow Gold, Stamped, Edwardian Gate Bracelet","$4,064",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/antique-15ct-yellow-gold-stamped-edwardian-gate-bracelet/id-j_26947102/,,,,G,15,"15k Gold , Yellow Gold",Yellow,15k,,Bracelet,1stdibs
Vintage 18K Curb Link Chunky Bracelet Yellow Gold 61 Grams,"$9,500",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/vintage-18k-curb-link-chunky-bracelet-yellow-gold-61-grams/id-j_27377582/,,,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
Yellow Gold Victorian Dragon Pendant 10k Antique,"$1,440",https://www.1stdibs.com/jewelry/bracelets/charm-bracelets/yellow-gold-victorian-dragon-pendant-10k-antique/id-j_27367032/,,,,G,,"10k Gold , Yellow Gold",Yellow,10k,,Bracelet,1stdibs
10.30 Carat Round and Emerald Cut Diamond Tennis Bracelet in 14K Yellow Gold,"$19,875 / item",https://www.1stdibs.com/jewelry/bracelets/tennis-bracelets/1030-carat-round-emerald-cut-diamond-tennis-bracelet-14k-yellow-gold/id-j_27077312/,Diamond,Mixed,,,10.3,"14k Gold , Yellow Gold",Yellow,14k,,Bracelet,1stdibs
TIFFANY & Co. 18K Gold I Love You Bangle Bracelet,"$4,900",https://www.1stdibs.com/jewelry/bracelets/bangles/tiffany-co-18k-gold-i-love-you-bangle-bracelet/id-j_26494122/,,,,I,,"Yellow Gold , 18k Gold",Yellow,18k,,Bracelet,1stdibs
Sterling Silver and Turquoise Inlay Cuff by Jeanne & Felix Tsinijinnie,"$3,300",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/sterling-silver-turquoise-inlay-cuff-jeanne-felix-tsinijinnie/id-j_26568602/,,,,,,Sterling Silver,,,,Bracelet,1stdibs
42.45 Ct Natural Oval Cut Blue Topaz Classic Bracelet in 925 Silver Gift For Her,"$1,195 Sale Price / item",https://www.1stdibs.com/jewelry/bracelets/tennis-bracelets/4245-ct-natural-oval-cut-blue-topaz-classic-bracelet-925-silver-gift-her/id-v_27102802/,"Blue Topaz , Topaz",Oval,,G,42.45,"Silver , Sterling Silver",,,,Bracelet,1stdibs
Angara Natural Vintage Style Bezel-Set Sapphire and Diamond Bracelet in 14K Gold,"$1,089 / item",https://www.1stdibs.com/jewelry/bracelets/more-bracelets/angara-natural-vintage-style-bezel-set-sapphire-diamond-bracelet-14k-gold/id-j_27261312/,"Diamond , Blue Sapphire , Sapphire",Round,,,0.14,"Gold , 14k Gold",,14k,,Bracelet,1stdibs
"Betony Vernon ""Ben Wa Chain"" Necklace Bracelet Sterling Silver 925","$4,271",https://www.1stdibs.com/jewelry/necklaces/chain-necklaces/betony-vernon-ben-wa-chain-necklace-bracelet-sterling-silver-925/id-j_26144292/,,,,G,,Sterling Silver,,,,Bracelet,1stdibs
Dior 18K Yellow Gold Bezel-Set Diamond Chain Bracelet,"$1,100",https://www.1stdibs.com/jewelry/bracelets/link-bracelets/dior-18k-yellow-gold-bezel-set-diamond-chain-bracelet/id-j_27094892/,Diamond,Round,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Bracelet,1stdibs
Victorian Slide Bracelet with 15 Antique Slides,"$2,520",https://www.1stdibs.com/jewelry/bracelets/charm-bracelets/victorian-slide-bracelet-15-antique-slides/id-j_27321582/,"Opal , Pearl",Cabochon,,G,,"10k Gold , Gold Plate",,10k,,Bracelet,1stdibs
23.37 Carat Burma No heat Ruby And Diamond Bracelet In 18 Karat White Gold,"$476,450",https://www.1stdibs.com/jewelry/bracelets/modern-bracelets/2337-carat-burma-no-heat-ruby-diamond-bracelet-18-karat-white-gold/id-j_27299022/,"Diamond , Ruby",Round,,G,23.37,"18k Gold , White Gold",White,18k,,Bracelet,1stdibs
Repousse Silver Cuff by Navajo Silversmith Ronnie Willie,"$1,300",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/repousse-silver-cuff-navajo-silversmith-ronnie-willie/id-j_26498552/,,,,,,Silver,,,,Bracelet,1stdibs
Silver Overlay Bracelet by Rick Martinez,"$1,000",https://www.1stdibs.com/jewelry/bracelets/cuff-bracelets/silver-overlay-bracelet-rick-martinez/id-j_26498582/,,,,,,Silver,,,,Bracelet,1stdibs
"Bochic “Orient” Vintage Sapphire, Topaz & Pearl Bangle Set White 18K & Silver","$1,100 Sale Price",https://www.1stdibs.com/jewelry/bracelets/bangles/bochic-orient-vintage-sapphire-topaz-pearl-bangle-set-white-18k-silver/id-j_27113562/,"South Sea Pearl , Sapphire , Blue Sapphire , Pink Sapphire , Yellow Sapphire , Green Sapphire , Topaz",Brilliant,,,,"18k Gold , Gold Plate , White Gold , Silver",White,18k,,Bracelet,1stdibs
Art Deco 18kt Gold Bangle Universal Geneve Watch with 4.40 CTW in Diamonds,"$9,750",https://www.1stdibs.com/jewelry/bracelets/bangles/art-deco-18kt-gold-bangle-universal-geneve-watch-440-ctw-diamonds/id-j_27205352/,"Diamond , White Diamond",Single,,G,4.40,Platinum,Rose,,,Bracelet,1stdibs
