name,price,url
Now + Forever Oval-Cut Amethyst & Diamond Engagement Ring 3/4 ct tw 14K White Gold,2299,https://www.kay.com/now-forever-ovalcut-amethyst-diamond-engagement-ring-34-ct-tw-14k-white-gold/p/V-995043902
Memories Moments Magic Round-Cut Diamond Three-Stone Swirl Engagement Ring 3/4 ct tw 14K Rose Gold,2999,https://www.kay.com/memories-moments-magic-roundcut-diamond-threestone-swirl-engagement-ring-34-ct-tw-14k-rose-gold/p/V-995038104
Now + Forever Emerald-Cut Black Diamond & White Diamond Halo Engagement Ring 1-1/4 ct tw 14K White Gold,2299,https://www.kay.com/now-forever-emeraldcut-black-diamond-white-diamond-halo-engagement-ring-114-ct-tw-14k-white-gold/p/V-995037809
THE LEO Diamond Princess-Cut Halo Engagement Ring 1-1/3 ct tw 14K White Gold,11799,https://www.kay.com/the-leo-diamond-princesscut-halo-engagement-ring-113-ct-tw-14k-white-gold/p/V-995025804
THE LEO Diamond Princess-Cut Engagement Ring 1-3/8 ct tw 14K White Gold,11999,https://www.kay.com/the-leo-diamond-princesscut-engagement-ring-138-ct-tw-14k-white-gold/p/V-995025501
THE LEO First Light Round-Cut Diamond Solitaire Engagement Ring 1-1/2 ct tw 14K Rose Gold (I/I1),10799,https://www.kay.com/the-leo-first-light-roundcut-diamond-solitaire-engagement-ring-112-ct-tw-14k-rose-gold-ii1/p/V-995025006
Now + Forever Princess-Cut Black Diamond & White Diamond Engagement Ring 1-1/5 ct tw 14K Yellow Gold,1999,https://www.kay.com/now-forever-princesscut-black-diamond-white-diamond-engagement-ring-115-ct-tw-14k-yellow-gold/p/V-995016401
Neil Lane Pear-Shaped White Diamond & Black Diamond Engagement Ring 1 ct tw 14K White Gold,2219,https://www.kay.com/neil-lane-pearshaped-white-diamond-black-diamond-engagement-ring-1-ct-tw-14k-white-gold/p/V-994987004
Now + Forever Round-Cut Diamond Halo Engagement Ring 3/4 ct tw 14K White Gold,2299,https://www.kay.com/now-forever-roundcut-diamond-halo-engagement-ring-34-ct-tw-14k-white-gold/p/V-994947404
THE LEO First Light Diamond Princess-Cut Engagement Ring 3-1/2 ct tw 14K White Gold,54999,https://www.kay.com/the-leo-first-light-diamond-princesscut-engagement-ring-312-ct-tw-14k-white-gold/p/V-994937100
THE LEO Diamond Princess-Cut Engagement Ring 3-1/2 ct tw 14K White Gold,41999,https://www.kay.com/the-leo-diamond-princesscut-engagement-ring-312-ct-tw-14k-white-gold/p/V-994935409
Now + Forever Multi-Diamond Center Pear Halo Engagement Ring 1/2 ct tw 14K White Gold,1329,https://www.kay.com/now-forever-multidiamond-center-pear-halo-engagement-ring-12-ct-tw-14k-white-gold/p/V-920338009
Now + Forever Round-Cut Diamond Engagement Ring 1-1/4 ct tw 14K Yellow Gold,4199,https://www.kay.com/now-forever-roundcut-diamond-engagement-ring-114-ct-tw-14k-yellow-gold/p/V-994902409
Now + Forever Oval-Cut Diamond Halo Swirl Engagement Ring 1-1/2 ct tw 14K White Gold,5199,https://www.kay.com/now-forever-ovalcut-diamond-halo-swirl-engagement-ring-112-ct-tw-14k-white-gold/p/V-994902308
Now + Forever Diamond Chevron Enhancer Ring 1/4 ct tw 14K Rose Gold,1499,https://www.kay.com/now-forever-diamond-chevron-enhancer-ring-14-ct-tw-14k-rose-gold/p/V-994890907
Now + Forever Diamond Enhancer Ring 1/2 ct tw 14K White Gold,1799,https://www.kay.com/now-forever-diamond-enhancer-ring-12-ct-tw-14k-white-gold/p/V-994871503
Now + Forever Emerald-Cut Diamond Engagement Ring 1-1/3 ct tw 14K White Gold,4999,https://www.kay.com/now-forever-emeraldcut-diamond-engagement-ring-113-ct-tw-14k-white-gold/p/V-994867303
Memories Moments Magic Oval & Round-Cut Three-Stone Diamond Engagement Ring 1/2 ct tw 14K Yellow Gold,1999,https://www.kay.com/memories-moments-magic-oval-roundcut-threestone-diamond-engagement-ring-12-ct-tw-14k-yellow-gold/p/V-994867202
Now + Forever Round-Cut Diamond Halo Engagement Ring 1-1/4 ct tw 14K White Gold,4199,https://www.kay.com/now-forever-roundcut-diamond-halo-engagement-ring-114-ct-tw-14k-white-gold/p/V-994867101
